geogkey	continent	country	countrycode	stateprovince	county	municipality	waterbody	islandgroup	island	standard	vetted	error	misplaced	unresolved	source	comment
NORTH AMERICA|UNITED STATES||NEW YORK|YATES|BRANCHPORT|||	North America	United States	US	New York	Yates	Branchport				North America|United States|US|New York|Yates|Branchport|||	1			0		
NORTH AMERICA|UNITED STATES||NEW YORK|YATES|PENN YAN|||	North America	United States	US	New York	Yates	Penn Yan				North America|United States|US|New York|Yates|Penn Yan|||	1			0		
NORTH AMERICA|UNITED STATES||NEW YORK|YATES|YATESVILLE|||	North America	United States	US	New York	Yates	Yatesville				North America|United States|US|New York|Yates|Yatesville|||	1			0		
NORTH AMERICA|UNITED STATES||NH|||||	North America	United States	US	New Hampshire						North America|United States|US|New Hampshire|||||	1			0		
NORTH AMERICA|UNITED STATES||NJ|||||	North America	United States	US	New Jersey						North America|United States|US|New Jersey|||||	1			0		
NORTH AMERICA|UNITED STATES||NJ|ATLANTIC||||	North America	United States	US	New Jersey	Atlantic					North America|United States|US|New Jersey|Atlantic||||	1			0		
NORTH AMERICA|UNITED STATES||NJ|CAPE MAY||||	North America	United States	US	New Jersey	Cape May					North America|United States|US|New Jersey|Cape May||||	1			0		
NORTH AMERICA|UNITED STATES||NJ|GLOUCESTER||||	North America	United States	US	New Jersey	Gloucester					North America|United States|US|New Jersey|Gloucester||||	1			0		
NORTH AMERICA|UNITED STATES||NM|||||	North America	United States	US	New Mexico						North America|United States|US|New Mexico|||||	1			0		
NORTH AMERICA|UNITED STATES||NM|ROOSEVELT CO.||||	North America	United States	US	New Mexico	Roosevelt					North America|United States|US|New Mexico|Roosevelt||||	1			0		
NORTH AMERICA|UNITED STATES||NM|SIERRA CO.||||	North America	United States	US	New Mexico	Sierra					North America|United States|US|New Mexico|Sierra||||	1			0		
NORTH AMERICA|UNITED STATES||NO DATA|||||	North America	United States	US							North America|United States|US||||||	1			0		
NORTH AMERICA|UNITED STATES||NORTH  CAROLINA|AVERY  COUNTY||||	North America	United States	US	North Carolina	Avery					North America|United States|US|North Carolina|Avery||||	1			0		
NORTH AMERICA|UNITED STATES||NORTH  CAROLINA|BUNCOMBE  COUNTY||||	North America	United States	US	North Carolina	Buncombe					North America|United States|US|North Carolina|Buncombe||||	1			0		
NORTH AMERICA|UNITED STATES||NORTH  CAROLINA|CHEROKEE  COUNTY||||	North America	United States	US	North Carolina	Cherokee					North America|United States|US|North Carolina|Cherokee||||	1			0		
NORTH AMERICA|UNITED STATES||NORTH  CAROLINA|GRAHAM  COUNTY||||	North America	United States	US	North Carolina	Graham					North America|United States|US|North Carolina|Graham||||	1			0		
NORTH AMERICA|UNITED STATES||NORTH  CAROLINA|HENDERSON  COUNTY||||	North America	United States	US	North Carolina	Henderson					North America|United States|US|North Carolina|Henderson||||	1			0		
NORTH AMERICA|UNITED STATES||NORTH  CAROLINA|SAMPSON  COUNTY||||	North America	United States	US	North Carolina	Sampson					North America|United States|US|North Carolina|Sampson||||	1			0		
NORTH AMERICA|UNITED STATES||NORTH  CAROLINA|SWAIN  COUNTY||||	North America	United States	US	North Carolina	Swain					North America|United States|US|North Carolina|Swain||||	1			0		
NORTH AMERICA|UNITED STATES||NORTH  CAROLINA|WAKE  COUNTY||||	North America	United States	US	North Carolina	Wake					North America|United States|US|North Carolina|Wake||||	1			0		
NORTH AMERICA|UNITED STATES||NORTH  CAROLINA|WATAUGA  COUNTY||||	North America	United States	US	North Carolina	Watauga					North America|United States|US|North Carolina|Watauga||||	1			0		
NORTH AMERICA|UNITED STATES||NORTH CAROLINA AND TENNESSEE||GREAT SMOKY MOUNTAINS|||	North America	United States	US							North America|United States|US||||||	1		Great Smoky Mountains	0		
NORTH AMERICA|UNITED STATES||NORTH CAROLINA TO TENNESSEE||GREAT SMOKY MOUNTAINS|||	North America	United States	US							North America|United States|US||||||	1		Great Smoky Mountains	0		
NORTH AMERICA|UNITED STATES||NORTH CAROLINA/MASSACHUSETTS|||||	North America	United States	US							North America|United States|US||||||	1			1		
NORTH AMERICA|UNITED STATES||NORTH CAROLINA|||||	North America	United States	US	North Carolina						North America|United States|US|North Carolina|||||	1			0		
NORTH AMERICA|UNITED STATES||NORTH CAROLINA|||||HATTERAS	North America	United States	US	North Carolina	Dare			Outer Banks	Hatteras	North America|United States|US|North Carolina|Dare|||Outer Banks|Hatteras	1			0		
NORTH AMERICA|UNITED STATES||NORTH CAROLINA|||ATLANTIC OCEAN||	North America	United States	US	North Carolina			Northern Atlantic Ocean			North America|United States|US|North Carolina|||Northern Atlantic Ocean||	1			0		
NORTH AMERICA|UNITED STATES||NORTH CAROLINA|||CAPE FEAR RIVER||	North America	United States	US	North Carolina			Cape Fear River			North America|United States|US|North Carolina|||Cape Fear River||	1			0		
NORTH AMERICA|UNITED STATES||NORTH CAROLINA|||FRENCH BROAD RIVER - TENNESSEE RIVER||	North America	United States	US	North Carolina			French Broad River - Tennessee River			North America|United States|US|North Carolina|||French Broad River - Tennessee River||	1			0		
NORTH AMERICA|UNITED STATES||NORTH CAROLINA|||POND CULTURE||	North America	United States	US	North Carolina						North America|United States|US|North Carolina|||||	1		Pond Culture	0		
NORTH AMERICA|UNITED STATES||NORTH CAROLINA|||SANTEE RIVER||	North America	United States	US	North Carolina			Santee River			North America|United States|US|North Carolina|||Santee River||	1			0		
NORTH AMERICA|UNITED STATES||NORTH CAROLINA||FT MACON|||	North America	United States	US	North Carolina	Cartaret					North America|United States|US|North Carolina|Cartaret||||	1		Ft Macon	0		
NORTH AMERICA|UNITED STATES||NORTH CAROLINA|ALEXANDER||||	North America	United States	US	North Carolina	Alexander					North America|United States|US|North Carolina|Alexander||||	1			0		
NORTH AMERICA|UNITED STATES||NORTH CAROLINA|ALLEGHANY COUNTY||||	North America	United States	US	North Carolina	Alleghany					North America|United States|US|North Carolina|Alleghany||||	1			0		
NORTH AMERICA|UNITED STATES||NORTH CAROLINA|ALLEGHANY COUNTY|LAUREL SPRINGS|||	North America	United States	US	North Carolina	Alleghany	Laurel Springs				North America|United States|US|North Carolina|Alleghany|Laurel Springs|||	1			0		
NORTH AMERICA|UNITED STATES||NORTH CAROLINA|ALLEGHANY||||	North America	United States	US	North Carolina	Alleghany					North America|United States|US|North Carolina|Alleghany||||	1			0		
NORTH AMERICA|UNITED STATES||NORTH CAROLINA|ASHE COUNTY||KANAWHA RIVER - NEW RIVER - OHIO RIVER||	North America	United States	US	North Carolina	Ashe		Kanawha River - New River - Ohio River			North America|United States|US|North Carolina|Ashe||Kanawha River - New River - Ohio River||	1			0		
NORTH AMERICA|UNITED STATES||NORTH CAROLINA|ASHE COUNTY||KANAWHA RIVER||	North America	United States	US	North Carolina	Ashe		Kanawha River			North America|United States|US|North Carolina|Ashe||Kanawha River||	1			0		
NORTH AMERICA|UNITED STATES||NORTH CAROLINA|ASHE COUNTY||NEW RIVER - KANAWHA RIVER - OHIO RIVER - MISSISSIPPI RIVER||	North America	United States	US	North Carolina	Ashe		New River - Kanawha River - Ohio River - Mississippi River			North America|United States|US|North Carolina|Ashe||New River - Kanawha River - Ohio River - Mississippi River||	1			0		
NORTH AMERICA|UNITED STATES||NORTH CAROLINA|ASHE COUNTY||NEW RIVER - OHIO RIVER - MISSISSIPPI RIVER||	North America	United States	US	North Carolina	Ashe		New River - Ohio River - Mississippi River			North America|United States|US|North Carolina|Ashe||New River - Ohio River - Mississippi River||	1			0		
NORTH AMERICA|UNITED STATES||NORTH CAROLINA|ASHE||||	North America	United States	US	North Carolina	Ashe					North America|United States|US|North Carolina|Ashe||||	1			0		
NORTH AMERICA|UNITED STATES||NORTH CAROLINA|AVERY COUNTY||||	North America	United States	US	North Carolina	Avery					North America|United States|US|North Carolina|Avery||||	1			0		
NORTH AMERICA|UNITED STATES||NORTH CAROLINA|AVERY COUNTY||LINVILLE RIVER - CATAWBA RIVER - SANTEE RIVER||	North America	United States	US	North Carolina	Avery		Linville River - Catawba River - Santee River			North America|United States|US|North Carolina|Avery||Linville River - Catawba River - Santee River||	1			0		
NORTH AMERICA|UNITED STATES||NORTH CAROLINA|AVERY COUNTY||SANTEE RIVER||	North America	United States	US	North Carolina	Avery		Santee River			North America|United States|US|North Carolina|Avery||Santee River||	1			0		
NORTH AMERICA|UNITED STATES||NORTH CAROLINA|AVERY COUNTY|LINVILLE|||	North America	United States	US	North Carolina	Avery	Linville				North America|United States|US|North Carolina|Avery|Linville|||	1			0		
NORTH AMERICA|UNITED STATES||NORTH CAROLINA|AVERY COUNTY|NEAR LINVILLE|||	North America	United States	US	North Carolina	Avery					North America|United States|US|North Carolina|Avery||||	1		Near Linville	0		
NORTH AMERICA|UNITED STATES||NORTH CAROLINA|AVERY/WATAUGA||||	North America	United States	US	North Carolina	Avery, Watauga					North America|United States|US|North Carolina|Avery, Watauga||||	1			0		
NORTH AMERICA|UNITED STATES||NORTH CAROLINA|AVERY||||	North America	United States	US	North Carolina	Avery					North America|United States|US|North Carolina|Avery||||	1			0		
NORTH AMERICA|UNITED STATES||NORTH CAROLINA|AVERY|PINEOLA|||	North America	United States	US	North Carolina	Avery					North America|United States|US|North Carolina|Avery||||	1		PINEOLA	0		
NORTH AMERICA|UNITED STATES||NORTH CAROLINA|BEAUFORT COUNTY||||	North America	United States	US	North Carolina	Beaufort					North America|United States|US|North Carolina|Beaufort||||	1			0		
NORTH AMERICA|UNITED STATES||NORTH CAROLINA|BEAUFORT||||	North America	United States	US	North Carolina	Beaufort					North America|United States|US|North Carolina|Beaufort||||	1			0		
NORTH AMERICA|UNITED STATES||NORTH CAROLINA|BERTIE||||	North America	United States	US	North Carolina	Bertie					North America|United States|US|North Carolina|Bertie||||	1			0		
NORTH AMERICA|UNITED STATES||NORTH CAROLINA|BERTIE|MERRY HILL|||	North America	United States	US	North Carolina	Bertie	Merry Hill				North America|United States|US|North Carolina|Bertie|Merry Hill|||	1			0		
NORTH AMERICA|UNITED STATES||NORTH CAROLINA|BLADEN COUNTY||CAPE FEAR R.||	North America	United States	US	North Carolina	Bladen		Cape Fear River			North America|United States|US|North Carolina|Bladen||Cape Fear River||	1			0		
NORTH AMERICA|UNITED STATES||NORTH CAROLINA|BLADEN COUNTY||CAPE FEAR RIVER||	North America	United States	US	North Carolina	Bladen		Cape Fear River			North America|United States|US|North Carolina|Bladen||Cape Fear River||	1			0		
NORTH AMERICA|UNITED STATES||NORTH CAROLINA|BLADEN||||	North America	United States	US	North Carolina	Bladen					North America|United States|US|North Carolina|Bladen||||	1			0		
NORTH AMERICA|UNITED STATES||NORTH CAROLINA|BRUNSWICK CO.||||	North America	United States	US	North Carolina	Brunswick					North America|United States|US|North Carolina|Brunswick||||	1			0		
NORTH AMERICA|UNITED STATES||NORTH CAROLINA|BRUNSWICK COUNTY||||	North America	United States	US	North Carolina	Brunswick					North America|United States|US|North Carolina|Brunswick||||	1			0		
NORTH AMERICA|UNITED STATES||NORTH CAROLINA|BRUNSWICK COUNTY||ATLANTIC OCEAN||	North America	United States	US	North Carolina	Brunswick		Northern Atlantic Ocean			North America|United States|US|North Carolina|Brunswick||Northern Atlantic Ocean||	1			0		
NORTH AMERICA|UNITED STATES||NORTH CAROLINA|BRUNSWICK COUNTY||CAPE FEAR RIVER||	North America	United States	US	North Carolina	Brunswick		Cape Fear River			North America|United States|US|North Carolina|Brunswick||Cape Fear River||	1			0		
NORTH AMERICA|UNITED STATES||NORTH CAROLINA|BRUNSWICK COUNTY||CAPE FEAR||	North America	United States	US	North Carolina	Brunswick		Cape Fear			North America|United States|US|North Carolina|Brunswick||Cape Fear||	1			0		
NORTH AMERICA|UNITED STATES||NORTH CAROLINA|BRUNSWICK COUNTY||TENNESSEE RIVER - OHIO RIVER - MISSISSIPPI RIVER||	North America	United States	US	North Carolina	Brunswick		Tennessee River - Ohio River - Mississippi River			North America|United States|US|North Carolina|Brunswick||Tennessee River - Ohio River - Mississippi River||	1			0		
NORTH AMERICA|UNITED STATES||NORTH CAROLINA|BRUNSWICK COUNTY|BOLIVIA|||	North America	United States	US	North Carolina	Brunswick	Bolivia				North America|United States|US|North Carolina|Brunswick|Bolivia|||	1			0		
NORTH AMERICA|UNITED STATES||NORTH CAROLINA|BRUNSWICK||||	North America	United States	US	North Carolina	Brunswick					North America|United States|US|North Carolina|Brunswick||||	1			0		
NORTH AMERICA|UNITED STATES||NORTH CAROLINA|BUNCOMBE COUNTY||||	North America	United States	US	North Carolina	Buncombe					North America|United States|US|North Carolina|Buncombe||||	1			0		
NORTH AMERICA|UNITED STATES||NORTH CAROLINA|BUNCOMBE COUNTY||FRENCH BROAD RIVER - TENNESSEE RIVER||	North America	United States	US	North Carolina	Buncombe		French Broad River - Tennessee River			North America|United States|US|North Carolina|Buncombe||French Broad River - Tennessee River||	1			0		
NORTH AMERICA|UNITED STATES||NORTH CAROLINA|BUNCOMBE COUNTY|WEAVERVILLE|||	North America	United States	US	North Carolina	Buncombe	Weaverville				North America|United States|US|North Carolina|Buncombe|Weaverville|||	1			0		
NORTH AMERICA|UNITED STATES||NORTH CAROLINA|BUNCOMBE||||	North America	United States	US	North Carolina	Buncombe					North America|United States|US|North Carolina|Buncombe||||	1			0		
NORTH AMERICA|UNITED STATES||NORTH CAROLINA|BUNCOMBE|ASHEVILLE|||	North America	United States	US	North Carolina	Buncombe	Asheville				North America|United States|US|North Carolina|Buncombe|Asheville|||	1			0		
NORTH AMERICA|UNITED STATES||NORTH CAROLINA|BUNCOMBE|BLACK MOUNTAIN|||	North America	United States	US	North Carolina	Buncombe	Black Mountain				North America|United States|US|North Carolina|Buncombe|Black Mountain|||	1			0		
NORTH AMERICA|UNITED STATES||NORTH CAROLINA|BUNCOMBE|POTATO|||	North America	United States	US	North Carolina	Buncombe	Potato				North America|United States|US|North Carolina|Buncombe|Potato|||	1			0		
NORTH AMERICA|UNITED STATES||NORTH CAROLINA|BUNCOMBE|WEAVERVILLE|||	North America	United States	US	North Carolina	Buncombe					North America|United States|US|North Carolina|Buncombe||||	1		WEAVERVILLE	0		
NORTH AMERICA|UNITED STATES||NORTH CAROLINA|BURKE COUNTY||||	North America	United States	US	North Carolina	Burke					North America|United States|US|North Carolina|Burke||||	1			0		
NORTH AMERICA|UNITED STATES||NORTH CAROLINA|BURKE COUNTY||CATAWBA R.||	North America	United States	US	North Carolina	Burke		Catawba River			North America|United States|US|North Carolina|Burke||Catawba River||	1			0		
NORTH AMERICA|UNITED STATES||NORTH CAROLINA|BURKE COUNTY||SANTEE RIVER||	North America	United States	US	North Carolina	Burke		Santee River			North America|United States|US|North Carolina|Burke||Santee River||	1			0		
NORTH AMERICA|UNITED STATES||NORTH CAROLINA|BURKE||||	North America	United States	US	North Carolina	Burke					North America|United States|US|North Carolina|Burke||||	1			0		
NORTH AMERICA|UNITED STATES||NORTH CAROLINA|CABARRUS||||	North America	United States	US	North Carolina	Cabarrus					North America|United States|US|North Carolina|Cabarrus||||	1			0		
NORTH AMERICA|UNITED STATES||NORTH CAROLINA|CALDWELL COUNTY||SANTEE RIVER||	North America	United States	US	North Carolina	Caldwell		Santee River			North America|United States|US|North Carolina|Caldwell||Santee River||	1			0		
NORTH AMERICA|UNITED STATES||NORTH CAROLINA|CALDWELL COUNTY||YADKIN RIVER - PEE DEE RIVER||	North America	United States	US	North Carolina	Caldwell		Yadkin River - Pee Dee River			North America|United States|US|North Carolina|Caldwell||Yadkin River - Pee Dee River||	1			0		
NORTH AMERICA|UNITED STATES||NORTH CAROLINA|CALDWELL COUNTY|GRANDFATHER MOUNTAIN|||	North America	United States	US	North Carolina	Caldwell					North America|United States|US|North Carolina|Caldwell||||	1		Grandfather Mountain	0		
NORTH AMERICA|UNITED STATES||NORTH CAROLINA|CALDWELL||||	North America	United States	US	North Carolina	Caldwell					North America|United States|US|North Carolina|Caldwell||||	1			0		
NORTH AMERICA|UNITED STATES||NORTH CAROLINA|CAMDEN COUNTY|CAMDEN (2 MILES NE OF)|||	North America	United States	US	North Carolina	Camden					North America|United States|US|North Carolina|Camden||||	1		Camden (2 miles NE of)	0		
NORTH AMERICA|UNITED STATES||NORTH CAROLINA|CAMDEN||||	North America	United States	US	North Carolina	Camden					North America|United States|US|North Carolina|Camden||||	1			0		
NORTH AMERICA|UNITED STATES||NORTH CAROLINA|CARTARET CO||||	North America	United States	US	North Carolina	Carteret					North America|United States|US|North Carolina|Carteret||||	1			0		
NORTH AMERICA|UNITED STATES||NORTH CAROLINA|CARTARET COUNTY||ATLANTIC OCEAN||	North America	United States	US	North Carolina	Cartaret		Northern Atlantic Ocean			North America|United States|US|North Carolina|Cartaret||Northern Atlantic Ocean||	1			0		
NORTH AMERICA|UNITED STATES||NORTH CAROLINA|CARTERET CO||||	North America	United States	US	North Carolina	Carteret					North America|United States|US|North Carolina|Carteret||||	1			0		
NORTH AMERICA|UNITED STATES||NORTH CAROLINA|CARTERET COUNTY||||	North America	United States	US	North Carolina	Carteret					North America|United States|US|North Carolina|Carteret||||	1			0		
NORTH AMERICA|UNITED STATES||NORTH CAROLINA|CARTERET COUNTY||ATLANTIC OCEAN||	North America	United States	US	North Carolina	Carteret		Northern Atlantic Ocean			North America|United States|US|North Carolina|Carteret||Northern Atlantic Ocean||	1			0		
NORTH AMERICA|UNITED STATES||NORTH CAROLINA|CARTERET||||	North America	United States	US	North Carolina	Carteret					North America|United States|US|North Carolina|Carteret||||	1			0		
NORTH AMERICA|UNITED STATES||NORTH CAROLINA|CARTERET||||BOGUE	North America	United States	US	North Carolina	Carteret				Bogue Banks	North America|United States|US|North Carolina|Carteret||||Bogue Banks	1			0		
NORTH AMERICA|UNITED STATES||NORTH CAROLINA|CARTERET|FORT MACON|||	North America	United States	US	North Carolina	Carteret					North America|United States|US|North Carolina|Carteret||||	1		Fort Macon	0		
NORTH AMERICA|UNITED STATES||NORTH CAROLINA|CHATHAM COUNTY||||	North America	United States	US	North Carolina	Chatham					North America|United States|US|North Carolina|Chatham||||	1			0		
NORTH AMERICA|UNITED STATES||NORTH CAROLINA|CHEROKEE||||	North America	United States	US	North Carolina	Cherokee					North America|United States|US|North Carolina|Cherokee||||	1			0		
NORTH AMERICA|UNITED STATES||NORTH CAROLINA|CHOWAN COUNTY||ATLANTIC OCEAN||	North America	United States	US	North Carolina	Chowan		Northern Atlantic Ocean			North America|United States|US|North Carolina|Chowan||Northern Atlantic Ocean||	1			0		
NORTH AMERICA|UNITED STATES||NORTH CAROLINA|CHOWAN COUNTY||POND CULTURE||	North America	United States	US	North Carolina	Chowan					North America|United States|US|North Carolina|Chowan||||	1		Pond Culture	0		
NORTH AMERICA|UNITED STATES||NORTH CAROLINA|CHOWAN||||	North America	United States	US	North Carolina	Chowan					North America|United States|US|North Carolina|Chowan||||	1			0		
NORTH AMERICA|UNITED STATES||NORTH CAROLINA|CLAY||||	North America	United States	US	North Carolina	Clay					North America|United States|US|North Carolina|Clay||||	1			0		
NORTH AMERICA|UNITED STATES||NORTH CAROLINA|CLEVELAND||||	North America	United States	US	North Carolina	Cleveland					North America|United States|US|North Carolina|Cleveland||||	1			0		
NORTH AMERICA|UNITED STATES||NORTH CAROLINA|COLUMBUS CO.||||	North America	United States	US	North Carolina	Columbus					North America|United States|US|North Carolina|Columbus||||	1			0		
NORTH AMERICA|UNITED STATES||NORTH CAROLINA|COLUMBUS COUNTY||CAPE FEAR RIVER||	North America	United States	US	North Carolina	Columbus		Cape Fear River			North America|United States|US|North Carolina|Columbus||Cape Fear River||	1			0		
NORTH AMERICA|UNITED STATES||NORTH CAROLINA|COLUMBUS COUNTY||WACCAMAW RIVER - WINYAH BAY - ATLANTIC OCEAN||	North America	United States	US	North Carolina	Columbus		Waccamaw River - Winyah Bay - Northern Atlantic Ocean			North America|United States|US|North Carolina|Columbus||Waccamaw River - Winyah Bay - Northern Atlantic Ocean||	1			0		
NORTH AMERICA|UNITED STATES||NORTH CAROLINA|COLUMBUS||||	North America	United States	US	North Carolina	Columbus					North America|United States|US|North Carolina|Columbus||||	1			0		
NORTH AMERICA|UNITED STATES||NORTH CAROLINA|COUNTY UNKNOWN||||	North America	United States	US	North Carolina						North America|United States|US|North Carolina|||||	1			0		
NORTH AMERICA|UNITED STATES||NORTH CAROLINA|CRAVEN||||	North America	United States	US	North Carolina	Craven					North America|United States|US|North Carolina|Craven||||	1			0		
NORTH AMERICA|UNITED STATES||NORTH CAROLINA|CUMBERLAND COUNTY||||	North America	United States	US	North Carolina	Cumberland					North America|United States|US|North Carolina|Cumberland||||	1			0		
NORTH AMERICA|UNITED STATES||NORTH CAROLINA|CUMBERLAND||||	North America	United States	US	North Carolina	Cumberland					North America|United States|US|North Carolina|Cumberland||||	1			0		
NORTH AMERICA|UNITED STATES||NORTH CAROLINA|CUMBERLAND|FT BRAGG|||	North America	United States	US	North Carolina	Cumberland	Ft Bragg				North America|United States|US|North Carolina|Cumberland|Ft Bragg|||	1			0		
NORTH AMERICA|UNITED STATES||NORTH CAROLINA|CURRITUCK CO||||	North America	United States	US	North Carolina	Currituck					North America|United States|US|North Carolina|Currituck||||	1			0		
NORTH AMERICA|UNITED STATES||NORTH CAROLINA|CURRITUCK||||	North America	United States	US	North Carolina	Currituck					North America|United States|US|North Carolina|Currituck||||	1			0		
NORTH AMERICA|UNITED STATES||NORTH CAROLINA|CURRITUCK|SEAGULL|||	North America	United States	US	North Carolina	Currituck	Seagull				North America|United States|US|North Carolina|Currituck|Seagull|||	1			0		
NORTH AMERICA|UNITED STATES||NORTH CAROLINA|CURRITUK|POINT HARBOR|||	North America	United States	US	North Carolina	Currituck	Point Harbor				North America|United States|US|North Carolina|Currituck|Point Harbor|||	1			0		
NORTH AMERICA|UNITED STATES||NORTH CAROLINA|DARE CO||||	North America	United States	US	North Carolina	Dare					North America|United States|US|North Carolina|Dare||||	1			0		
NORTH AMERICA|UNITED STATES||NORTH CAROLINA|DARE COUNTY||||	North America	United States	US	North Carolina	Dare					North America|United States|US|North Carolina|Dare||||	1			0		
NORTH AMERICA|UNITED STATES||NORTH CAROLINA|DARE COUNTY||ATLANTIC OCEAN||	North America	United States	US	North Carolina	Dare		Northern Atlantic Ocean			North America|United States|US|North Carolina|Dare||Northern Atlantic Ocean||	1			0		
NORTH AMERICA|UNITED STATES||NORTH CAROLINA|DARE COUNTY|DUCK|||	North America	United States	US	North Carolina	Dare	Duck				North America|United States|US|North Carolina|Dare|Duck|||	1			0		
NORTH AMERICA|UNITED STATES||NORTH CAROLINA|DARE||||	North America	United States	US	North Carolina	Dare					North America|United States|US|North Carolina|Dare||||	1			0		
NORTH AMERICA|UNITED STATES||NORTH CAROLINA|DARE||||PEA ISLAND	North America	United States	US	North Carolina	Dare			Outer Banks	Pea	North America|United States|US|North Carolina|Dare|||Outer Banks|Pea	1			0		
NORTH AMERICA|UNITED STATES||NORTH CAROLINA|DARE|KITTY HAWK|||	North America	United States	US	North Carolina	Dare	Kitty Hawk				North America|United States|US|North Carolina|Dare|Kitty Hawk|||	1			0		
NORTH AMERICA|UNITED STATES||NORTH CAROLINA|DAVIDSON COUNTY||PEE DEE RIVER||	North America	United States	US	North Carolina	Davidson		Pee Dee River			North America|United States|US|North Carolina|Davidson||Pee Dee River||	1			0		
NORTH AMERICA|UNITED STATES||NORTH CAROLINA|DAVIDSON||||	North America	United States	US	North Carolina	Davidson					North America|United States|US|North Carolina|Davidson||||	1			0		
NORTH AMERICA|UNITED STATES||NORTH CAROLINA|DAVIE COUNTY||PEE DEE RIVER||	North America	United States	US	North Carolina	Davie		Pee Dee River			North America|United States|US|North Carolina|Davie||Pee Dee River||	1			0		
NORTH AMERICA|UNITED STATES||NORTH CAROLINA|DAVIE||||	North America	United States	US	North Carolina	Davie					North America|United States|US|North Carolina|Davie||||	1			0		
NORTH AMERICA|UNITED STATES||NORTH CAROLINA|DUPLIN||||	North America	United States	US	North Carolina	Duplin					North America|United States|US|North Carolina|Duplin||||	1			0		
NORTH AMERICA|UNITED STATES||NORTH CAROLINA|DURHAM COUNTY||||	North America	United States	US	North Carolina	Durham					North America|United States|US|North Carolina|Durham||||	1			0		
NORTH AMERICA|UNITED STATES||NORTH CAROLINA|DURHAM||||	North America	United States	US	North Carolina	Durham					North America|United States|US|North Carolina|Durham||||	1			0		
NORTH AMERICA|UNITED STATES||NORTH CAROLINA|EDGECOMBE||||	North America	United States	US	North Carolina	Edgecombe					North America|United States|US|North Carolina|Edgecombe||||	1			0		
NORTH AMERICA|UNITED STATES||NORTH CAROLINA|FALLING CREEK||||	North America	United States	US	North Carolina	Lenoir		Falling Creek			North America|United States|US|North Carolina|Lenoir||Falling Creek||	1			0		
NORTH AMERICA|UNITED STATES||NORTH CAROLINA|FORSYTH||||	North America	United States	US	North Carolina	Forsyth					North America|United States|US|North Carolina|Forsyth||||	1			0		
NORTH AMERICA|UNITED STATES||NORTH CAROLINA|FRANKLIN||||	North America	United States	US	North Carolina	Franklin					North America|United States|US|North Carolina|Franklin||||	1			0		
NORTH AMERICA|UNITED STATES||NORTH CAROLINA|GASTON||||	North America	United States	US	North Carolina	Gaston					North America|United States|US|North Carolina|Gaston||||	1			0		
NORTH AMERICA|UNITED STATES||NORTH CAROLINA|GATES||||	North America	United States	US	North Carolina	Gates					North America|United States|US|North Carolina|Gates||||	1			0		
NORTH AMERICA|UNITED STATES||NORTH CAROLINA|GRAHAM COUNTY||||	North America	United States	US	North Carolina	Graham					North America|United States|US|North Carolina|Graham||||	1			0		
NORTH AMERICA|UNITED STATES||NORTH CAROLINA|GRAHAM COUNTY||TENNESSEE RIVER||	North America	United States	US	North Carolina	Graham		Tennessee River			North America|United States|US|North Carolina|Graham||Tennessee River||	1			0		
NORTH AMERICA|UNITED STATES||NORTH CAROLINA|GRAHAM||||	North America	United States	US	North Carolina	Graham					North America|United States|US|North Carolina|Graham||||	1			0		
NORTH AMERICA|UNITED STATES||NORTH CAROLINA|GRANT||||	North America	United States	US							North America|United States|US||||||	1			1		
NORTH AMERICA|UNITED STATES||NORTH CAROLINA|GRANVILLE||||	North America	United States	US	North Carolina	Granville					North America|United States|US|North Carolina|Granville||||	1			0		
NORTH AMERICA|UNITED STATES||NORTH CAROLINA|GREENE||||	North America	United States	US	North Carolina	Greene					North America|United States|US|North Carolina|Greene||||	1			0		
NORTH AMERICA|UNITED STATES||NORTH CAROLINA|GUILDFORD||||	North America	United States	US	North Carolina	Guildford					North America|United States|US|North Carolina|Guildford||||	1			0		
NORTH AMERICA|UNITED STATES||NORTH CAROLINA|GUILFORD||||	North America	United States	US	North Carolina	Guilford					North America|United States|US|North Carolina|Guilford||||	1			0		
NORTH AMERICA|UNITED STATES||NORTH CAROLINA|GUILFORD|HIGH POINT|||	North America	United States	US	North Carolina	Guilford					North America|United States|US|North Carolina|Guilford||||	1		HIGH POINT	0		
NORTH AMERICA|UNITED STATES||NORTH CAROLINA|HALIFAX COUNTY||||	North America	United States	US	North Carolina	Halifax					North America|United States|US|North Carolina|Halifax||||	1			0		
NORTH AMERICA|UNITED STATES||NORTH CAROLINA|HALIFAX||||	North America	United States	US	North Carolina	Halifax					North America|United States|US|North Carolina|Halifax||||	1			0		
NORTH AMERICA|UNITED STATES||NORTH CAROLINA|HARNETT COUNTY||||	North America	United States	US	North Carolina	Harnett					North America|United States|US|North Carolina|Harnett||||	1			0		
NORTH AMERICA|UNITED STATES||NORTH CAROLINA|HARNETT COUNTY||CAPE FEAR||	North America	United States	US	North Carolina	Harnett		Cape Fear			North America|United States|US|North Carolina|Harnett||Cape Fear||	1			0		
NORTH AMERICA|UNITED STATES||NORTH CAROLINA|HARNETT||||	North America	United States	US	North Carolina	Harnett					North America|United States|US|North Carolina|Harnett||||	1			0		
NORTH AMERICA|UNITED STATES||NORTH CAROLINA|HAYWOOD COUNTY||||	North America	United States	US	North Carolina	Haywood					North America|United States|US|North Carolina|Haywood||||	1			0		
