geogkey	continent	country	countrycode	stateprovince	county	municipality	waterbody	islandgroup	island	standard	vetted	error	misplaced	unresolved	source	comment
NORTH AMERICA|UNITED STATES||NORTH CAROLINA|HAYWOOD||||	North America	United States	US	North Carolina	Haywood					North America|United States|US|North Carolina|Haywood||||	1			0		
NORTH AMERICA|UNITED STATES||NORTH CAROLINA|HAYWOOD|BALSAM|||	North America	United States	US	North Carolina	Haywood					North America|United States|US|North Carolina|Haywood||||	1		BALSAM	0		
NORTH AMERICA|UNITED STATES||NORTH CAROLINA|HENDERSON||||	North America	United States	US	North Carolina	Henderson					North America|United States|US|North Carolina|Henderson||||	1			0		
NORTH AMERICA|UNITED STATES||NORTH CAROLINA|HENDERSON|MILLS RIVER|||	North America	United States	US	North Carolina	Henderson					North America|United States|US|North Carolina|Henderson||||	1		MILLS RIVER	0		
NORTH AMERICA|UNITED STATES||NORTH CAROLINA|HERTFORD||||	North America	United States	US	North Carolina	Hertford					North America|United States|US|North Carolina|Hertford||||	1			0		
NORTH AMERICA|UNITED STATES||NORTH CAROLINA|HIGHLANDS|MT MITCHELL|||	North America	United States	US	North Carolina	Yancey					North America|United States|US|North Carolina|Yancey||||	1		Mt Mitchell	0		
NORTH AMERICA|UNITED STATES||NORTH CAROLINA|HOKE CO||||	North America	United States	US	North Carolina	Hoke					North America|United States|US|North Carolina|Hoke||||	1			0		
NORTH AMERICA|UNITED STATES||NORTH CAROLINA|HOKE||||	North America	United States	US	North Carolina	Hoke					North America|United States|US|North Carolina|Hoke||||	1			0		
NORTH AMERICA|UNITED STATES||NORTH CAROLINA|HYDE COUNTY||ATLANTIC OCEAN||	North America	United States	US	North Carolina	Hyde		Northern Atlantic Ocean			North America|United States|US|North Carolina|Hyde||Northern Atlantic Ocean||	1			0		
NORTH AMERICA|UNITED STATES||NORTH CAROLINA|HYDE COUNTY||PAMLICO SOUND - ATLANTIC OCEAN||	North America	United States	US	North Carolina	Hyde		Pamlico Sound - Northern Atlantic Ocean			North America|United States|US|North Carolina|Hyde||Pamlico Sound - Northern Atlantic Ocean||	1			0		
NORTH AMERICA|UNITED STATES||NORTH CAROLINA|HYDE COUNTY|OCRACOKE|||	North America	United States	US	North Carolina	Hyde	Ocracoke			Ocracoke	North America|United States|US|North Carolina|Hyde|Ocracoke|||Ocracoke	1			0		
NORTH AMERICA|UNITED STATES||NORTH CAROLINA|HYDE||||	North America	United States	US	North Carolina	Hyde					North America|United States|US|North Carolina|Hyde||||	1			0		
NORTH AMERICA|UNITED STATES||NORTH CAROLINA|HYDE||||JUDITH	North America	United States	US	North Carolina	Hyde		Pamlico Sound		Judith	North America|United States|US|North Carolina|Hyde||Pamlico Sound||Judith	1			0		
NORTH AMERICA|UNITED STATES||NORTH CAROLINA|HYDE|BELLE ISLE|||	North America	United States	US	North Carolina	Hyde	Belle Isle				North America|United States|US|North Carolina|Hyde|Belle Isle|||	1			0		
NORTH AMERICA|UNITED STATES||NORTH CAROLINA|HYDE|LAKE LANDING|||	North America	United States	US	North Carolina	Hyde	Lake Landing				North America|United States|US|North Carolina|Hyde|Lake Landing|||	1			0		
NORTH AMERICA|UNITED STATES||NORTH CAROLINA|HYDE|NEW HOLLAND|||	North America	United States	US	North Carolina	Hyde	New Holland				North America|United States|US|North Carolina|Hyde|New Holland|||	1			0		
NORTH AMERICA|UNITED STATES||NORTH CAROLINA|IREDELL||||	North America	United States	US	North Carolina	Iredell					North America|United States|US|North Carolina|Iredell||||	1			0		
NORTH AMERICA|UNITED STATES||NORTH CAROLINA|JACKSON COUNTY||KEOWEE RIVER - SAVANNAH RIVER||	North America	United States	US	North Carolina	Jackson		Keowee River - Savannah River			North America|United States|US|North Carolina|Jackson||Keowee River - Savannah River||	1			0		
NORTH AMERICA|UNITED STATES||NORTH CAROLINA|JACKSON COUNTY||TENNESSEE RIVER - OHIO RIVER - MISSISSIPPI RIVER||	North America	United States	US	North Carolina	Jackson		Tennessee River - Ohio River - Mississippi River			North America|United States|US|North Carolina|Jackson||Tennessee River - Ohio River - Mississippi River||	1			0		
NORTH AMERICA|UNITED STATES||NORTH CAROLINA|JACKSON||||	North America	United States	US	North Carolina	Jackson					North America|United States|US|North Carolina|Jackson||||	1			0		
NORTH AMERICA|UNITED STATES||NORTH CAROLINA|JACKSON|GLENVILLE|||	North America	United States	US	North Carolina	Jackson					North America|United States|US|North Carolina|Jackson||||	1		GLENVILLE	0		
NORTH AMERICA|UNITED STATES||NORTH CAROLINA|JACKSON|HIGHLANDS|||	North America	United States	US	North Carolina	Jackson					North America|United States|US|North Carolina|Jackson||||	1		HIGHLANDS	0		
NORTH AMERICA|UNITED STATES||NORTH CAROLINA|JASPER||||	North America	United States	US	North Carolina						North America|United States|US|North Carolina|||||	1			0		
NORTH AMERICA|UNITED STATES||NORTH CAROLINA|JOHNSTON COUNTY||||	North America	United States	US	North Carolina	Johnston					North America|United States|US|North Carolina|Johnston||||	1			0		
NORTH AMERICA|UNITED STATES||NORTH CAROLINA|JOHNSTON COUNTY||CAPE FEAR RIVER||	North America	United States	US	North Carolina	Johnston		Cape Fear River			North America|United States|US|North Carolina|Johnston||Cape Fear River||	1			0		
NORTH AMERICA|UNITED STATES||NORTH CAROLINA|JOHNSTON||||	North America	United States	US	North Carolina	Johnston					North America|United States|US|North Carolina|Johnston||||	1			0		
NORTH AMERICA|UNITED STATES||NORTH CAROLINA|JONES||||	North America	United States	US	North Carolina	Jones					North America|United States|US|North Carolina|Jones||||	1			0		
NORTH AMERICA|UNITED STATES||NORTH CAROLINA|LENOIR||||	North America	United States	US	North Carolina	Lenoir					North America|United States|US|North Carolina|Lenoir||||	1			0		
NORTH AMERICA|UNITED STATES||NORTH CAROLINA|LINCOLN||||	North America	United States	US	North Carolina	Lincoln					North America|United States|US|North Carolina|Lincoln||||	1			0		
NORTH AMERICA|UNITED STATES||NORTH CAROLINA|MACOM CO||||	North America	United States	US	North Carolina	Macon					North America|United States|US|North Carolina|Macon||||	1			0		
NORTH AMERICA|UNITED STATES||NORTH CAROLINA|MACON , SWAIN||||	North America	United States	US	North Carolina	Macon, Swain					North America|United States|US|North Carolina|Macon, Swain||||	1			0		
NORTH AMERICA|UNITED STATES||NORTH CAROLINA|MACON COUNTY||||	North America	United States	US	North Carolina	Macon					North America|United States|US|North Carolina|Macon||||	1			0		
NORTH AMERICA|UNITED STATES||NORTH CAROLINA|MACON COUNTY||LITTLE TENNESSEE RIVER - TENNESSEE RIVER - MISSISSIPPI RIVER||	North America	United States	US	North Carolina	Macon		Little Tennessee River - Tennessee River - Mississippi River			North America|United States|US|North Carolina|Macon||Little Tennessee River - Tennessee River - Mississippi River||	1			0		
NORTH AMERICA|UNITED STATES||NORTH CAROLINA|MACON COUNTY||SAVANNAH RIVER||	North America	United States	US	North Carolina	Macon		Savannah River			North America|United States|US|North Carolina|Macon||Savannah River||	1			0		
NORTH AMERICA|UNITED STATES||NORTH CAROLINA|MACON||||	North America	United States	US	North Carolina	Macon					North America|United States|US|North Carolina|Macon||||	1			0		
NORTH AMERICA|UNITED STATES||NORTH CAROLINA|MACON|HIGHLANDS|||	North America	United States	US	North Carolina	Macon					North America|United States|US|North Carolina|Macon||||	1		HIGHLANDS	0		
NORTH AMERICA|UNITED STATES||NORTH CAROLINA|MACON|WAYAH|||	North America	United States	US	North Carolina	Macon	Wayah				North America|United States|US|North Carolina|Macon|Wayah|||	1			0		
NORTH AMERICA|UNITED STATES||NORTH CAROLINA|MADISON COUNTY||FRENCH BROAD RIVER - TENNESSEE RIVER - MISSISSIPPI RIVER||	North America	United States	US	North Carolina	Madison		French Broad River - Tennessee River - Mississippi River			North America|United States|US|North Carolina|Madison||French Broad River - Tennessee River - Mississippi River||	1			0		
NORTH AMERICA|UNITED STATES||NORTH CAROLINA|MADISON||||	North America	United States	US	North Carolina	Madison					North America|United States|US|North Carolina|Madison||||	1			0		
NORTH AMERICA|UNITED STATES||NORTH CAROLINA|MARTIN COUNTY||ALBEMARLE SOUND - ATLANTIC OCEAN||	North America	United States	US	North Carolina	Martin		Albemarle Sound - Northern Atlantic Ocean			North America|United States|US|North Carolina|Martin||Albemarle Sound - Northern Atlantic Ocean||	1			0		
NORTH AMERICA|UNITED STATES||NORTH CAROLINA|MARTIN||||	North America	United States	US	North Carolina	Martin					North America|United States|US|North Carolina|Martin||||	1			0		
NORTH AMERICA|UNITED STATES||NORTH CAROLINA|MCDOWELL COUNTY||WATEREE R.- COOPER R.||	North America	United States	US	North Carolina	McDowell		Wateree River - Cooper River			North America|United States|US|North Carolina|McDowell||Wateree River - Cooper River||	1			0		
NORTH AMERICA|UNITED STATES||NORTH CAROLINA|MCDOWELL||||	North America	United States	US	North Carolina	McDowell					North America|United States|US|North Carolina|McDowell||||	1			0		
NORTH AMERICA|UNITED STATES||NORTH CAROLINA|MECKLENBURG COUNTY||PEE DEE RIVER||	North America	United States	US	North Carolina	Mecklenburg		Pee Dee River			North America|United States|US|North Carolina|Mecklenburg||Pee Dee River||	1			0		
NORTH AMERICA|UNITED STATES||NORTH CAROLINA|MECKLENBURG COUNTY||SANTEE RIVER||	North America	United States	US	North Carolina	Mecklenburg		Santee River			North America|United States|US|North Carolina|Mecklenburg||Santee River||	1			0		
NORTH AMERICA|UNITED STATES||NORTH CAROLINA|MECKLENBURG||||	North America	United States	US	North Carolina	Mecklenburg					North America|United States|US|North Carolina|Mecklenburg||||	1			0		
NORTH AMERICA|UNITED STATES||NORTH CAROLINA|MITCHELL COUNTY||||	North America	United States	US	North Carolina	Mitchell					North America|United States|US|North Carolina|Mitchell||||	1			0		
NORTH AMERICA|UNITED STATES||NORTH CAROLINA|MITCHELL||||	North America	United States	US	North Carolina	Mitchell					North America|United States|US|North Carolina|Mitchell||||	1			0		
NORTH AMERICA|UNITED STATES||NORTH CAROLINA|MONTGOMERY||||	North America	United States	US	North Carolina	Montgomery					North America|United States|US|North Carolina|Montgomery||||	1			0		
NORTH AMERICA|UNITED STATES||NORTH CAROLINA|MOORE||||	North America	United States	US	North Carolina	Moore					North America|United States|US|North Carolina|Moore||||	1			0		
NORTH AMERICA|UNITED STATES||NORTH CAROLINA|NASH||||	North America	United States	US	North Carolina	Nash					North America|United States|US|North Carolina|Nash||||	1			0		
NORTH AMERICA|UNITED STATES||NORTH CAROLINA|NEEDS EDITING||||	North America	United States	US	North Carolina						North America|United States|US|North Carolina|||||	1			0		
NORTH AMERICA|UNITED STATES||NORTH CAROLINA|NEW HANOVER CO.||||	North America	United States	US	North Carolina	New Hanover					North America|United States|US|North Carolina|New Hanover||||	1			0		
NORTH AMERICA|UNITED STATES||NORTH CAROLINA|NEW HANOVER COUNTY||||	North America	United States	US	North Carolina	New Hanover					North America|United States|US|North Carolina|New Hanover||||	1			0		
NORTH AMERICA|UNITED STATES||NORTH CAROLINA|NEW HANOVER COUNTY||ATLANTIC OCEAN||	North America	United States	US	North Carolina	New Hanover		Northern Atlantic Ocean			North America|United States|US|North Carolina|New Hanover||Northern Atlantic Ocean||	1			0		
NORTH AMERICA|UNITED STATES||NORTH CAROLINA|NEW HANOVER/BRU COUNTY||ATLANTIC OCEAN||	North America	United States	US	North Carolina	Brunswick, New Hanover		Northern Atlantic Ocean			North America|United States|US|North Carolina|Brunswick, New Hanover||Northern Atlantic Ocean||	1			0		
NORTH AMERICA|UNITED STATES||NORTH CAROLINA|NEW HANOVER||||	North America	United States	US	North Carolina	New Hanover					North America|United States|US|North Carolina|New Hanover||||	1			0		
NORTH AMERICA|UNITED STATES||NORTH CAROLINA|NORTHAMPTON||||	North America	United States	US	North Carolina	Northampton					North America|United States|US|North Carolina|Northampton||||	1			0		
NORTH AMERICA|UNITED STATES||NORTH CAROLINA|ONSLOW||||	North America	United States	US	North Carolina	Onslow					North America|United States|US|North Carolina|Onslow||||	1			0		
NORTH AMERICA|UNITED STATES||NORTH CAROLINA|ORANGE||||	North America	United States	US	North Carolina	Orange					North America|United States|US|North Carolina|Orange||||	1			0		
NORTH AMERICA|UNITED STATES||NORTH CAROLINA|PAMLICO||||	North America	United States	US	North Carolina	Pamlico					North America|United States|US|North Carolina|Pamlico||||	1			0		
NORTH AMERICA|UNITED STATES||NORTH CAROLINA|PASQUOTANK||||	North America	United States	US	North Carolina	Pasquotank					North America|United States|US|North Carolina|Pasquotank||||	1			0		
NORTH AMERICA|UNITED STATES||NORTH CAROLINA|PENDER COUNTY||||	North America	United States	US	North Carolina	Pender					North America|United States|US|North Carolina|Pender||||	1			0		
NORTH AMERICA|UNITED STATES||NORTH CAROLINA|PENDER COUNTY||CAPE FEAR RIVER DRAINAGE||	North America	United States	US	North Carolina	Pender		Cape Fear River Drainage			North America|United States|US|North Carolina|Pender||Cape Fear River Drainage||	1			0		
NORTH AMERICA|UNITED STATES||NORTH CAROLINA|PENDER||||	North America	United States	US	North Carolina	Pender					North America|United States|US|North Carolina|Pender||||	1			0		
NORTH AMERICA|UNITED STATES||NORTH CAROLINA|PENDER|WOODSIDE|||	North America	United States	US	North Carolina	Pender	Woodside				North America|United States|US|North Carolina|Pender|Woodside|||	1			0		
NORTH AMERICA|UNITED STATES||NORTH CAROLINA|PITT COUNTY||||	North America	United States	US	North Carolina	Pitt					North America|United States|US|North Carolina|Pitt||||	1			0		
NORTH AMERICA|UNITED STATES||NORTH CAROLINA|PITT COUNTY||TAR RIVER - PAMLICO SOUND||	North America	United States	US	North Carolina	Pitt		Tar River - Pamlico Sound			North America|United States|US|North Carolina|Pitt||Tar River - Pamlico Sound||	1			0		
NORTH AMERICA|UNITED STATES||NORTH CAROLINA|PITT||||	North America	United States	US	North Carolina	Pitt					North America|United States|US|North Carolina|Pitt||||	1			0		
NORTH AMERICA|UNITED STATES||NORTH CAROLINA|POLK||||	North America	United States	US	North Carolina	Polk					North America|United States|US|North Carolina|Polk||||	1			0		
NORTH AMERICA|UNITED STATES||NORTH CAROLINA|RANDOLPH||||	North America	United States	US	North Carolina	Randolph					North America|United States|US|North Carolina|Randolph||||	1			0		
NORTH AMERICA|UNITED STATES||NORTH CAROLINA|RICHMOND||||	North America	United States	US	North Carolina	Richmond					North America|United States|US|North Carolina|Richmond||||	1			0		
NORTH AMERICA|UNITED STATES||NORTH CAROLINA|ROBESON||||	North America	United States	US	North Carolina	Robeson					North America|United States|US|North Carolina|Robeson||||	1			0		
NORTH AMERICA|UNITED STATES||NORTH CAROLINA|ROCKINGHAM||||	North America	United States	US	North Carolina	Rockingham					North America|United States|US|North Carolina|Rockingham||||	1			0		
NORTH AMERICA|UNITED STATES||NORTH CAROLINA|RUTHERFORD||||	North America	United States	US	North Carolina	Rutherford					North America|United States|US|North Carolina|Rutherford||||	1			0		
NORTH AMERICA|UNITED STATES||NORTH CAROLINA|SCIOTO||||	North America	United States	US	Ohio	Scioto					North America|United States|US|Ohio|Scioto||||	1			0		
NORTH AMERICA|UNITED STATES||NORTH CAROLINA|SCOTLAND COUNTY||||	North America	United States	US	North Carolina	Scotland					North America|United States|US|North Carolina|Scotland||||	1			0		
